what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1597949337528
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1597949337528
os,sysinfo,,,"win32",1597949337528
arch,sysinfo,,,"x86_64",1597949337528
ws,sysinfo,,,"win32",1597949337528
locale,sysinfo,,,"tr_TR",1597949337528
processors,sysinfo,,,"8",1597949337528
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1597949337528
java.runtime.version,sysinfo,,,"1.8.0_261-b12",1597949337528
java.specification.name,sysinfo,,,"Java Platform API Specification",1597949337528
java.specification.vendor,sysinfo,,,"Oracle Corporation",1597949337528
java.specification.version,sysinfo,,,"1.8",1597949337528
java.vendor,sysinfo,,,"Oracle Corporation",1597949337528
java.version,sysinfo,,,"1.8.0_261",1597949337528
java.vm.info,sysinfo,,,"mixed mode",1597949337528
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1597949337528
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1597949337528
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1597949337528
java.vm.specification.version,sysinfo,,,"1.8",1597949337528
java.vm.vendor,sysinfo,,,"Oracle Corporation",1597949337528
java.vm.version,sysinfo,,,"25.261-b12",1597949337528
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949339193
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949339262
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949339262
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1597949339262
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949340166
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949340197
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949340197
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949341021
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949341052
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949341052
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949342024
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949342086
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597949342086
