what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597939341154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597939341192
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597939341251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597939342170
error,log,,,"Error while parsing /Ders5 Priotiy Queue/src/Ders5 Priotiy Queue.cpp.",1597939342696
error,log,,,"Error while parsing /Ders4 List/src/Ders4 List.cpp.",1597939345114
error,log,,,"Error while parsing /Ders5 Priotiy Queue/src/Ders5 Priotiy Queue.cpp.",1597939345448
error,log,,,"Error while parsing /Ders3 Queue/src/Ders3 Qeue.cpp.",1597939345780
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1597939346291
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597939363168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597939390773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940046748
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1597940053280
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940058333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940095290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940096314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940165486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940391611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940394735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940439220
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597940460849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940462669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940475563
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940475599
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597940476741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940481008
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940492353
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940492394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940492470
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940492969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597940495050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1597940496299
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940496620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940497591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940497638
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940500242
error,log,,,"Error while parsing /Ders4 List/src/Ders4 List.cpp.",1597940500516
error,log,,,"Error while parsing /Ders5 Priotiy Queue/src/Ders5 Priotiy Queue.cpp.",1597940500839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940544543
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940563581
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597940564625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940567477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940583916
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940585141
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597940590647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940591882
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940601249
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1597940601255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1597940601255
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940601789
error,log,,,"Error while parsing /Ders5 Priotiy Queue/src/Ders5 Priotiy Queue.cpp.",1597940602221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940605898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940607753
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1597940607753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1597940607753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940610121
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940626815
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597940626869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940626931
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940627417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597940631430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940632996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940633034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940633080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940635712
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940636147
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940637690
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940638019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940642925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940643812
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940644224
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940646470
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940646938
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940649975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940668199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597940669711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940670992
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940671825
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940672280
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940673809
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940674114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940675518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940676521
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940676980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940678474
error,log,,,"Error while parsing /Ders6 Stack/src/Ders6 Stack.cpp.",1597940679607
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597940679925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940682366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940890577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940892035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940893399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940898208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597940991417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941029797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941030332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941034718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941036176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941132756
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597941133214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941136153
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597941151531
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597941151569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941151653
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941152086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597941154330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941156138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941156176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941156238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941156956
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941157372
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941159518
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597941159803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941166541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941167378
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941167802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941168073
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941170297
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597941170601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941178454
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1597941178481
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597941179517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941205005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941925786
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597941925808
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941929759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597941935656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597941944021
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597941950626
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597941950673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941950805
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941951560
error,log,,,"Error while parsing /Ders2.1 Vector/src/Ders2.1 Vector.cpp.",1597941951907
error,log,,,"Error while parsing /Ders8 Defining Objects as Pointer or Array/src/Ders8 Defining Objects as Pointer or Array.cpp.",1597941952409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941953881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941967884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1597941970271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941972683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941972705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941972767
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941973654
error,log,,,"Error while parsing /Ders8 Defining Objects as Pointer or Array/src/Ders8 Defining Objects as Pointer or Array.cpp.",1597941974055
error,log,,,"Error while parsing /Ders8 Defining Objects as Pointer or Array/src/Ders8 Defining Objects as Pointer or Array.cpp.",1597941976238
error,log,,,"Error while parsing /Ders7 NameSpace/src/Ders7 NameSpace.cpp.",1597941976505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941979305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941983444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597941984524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597942001641
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1597942001666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1597942003670
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1597942025888
